"","names","ensb","hugo"
"49974","ENSG00000260962.1","ENSG00000260962","LINC00557"
"49975","ENSG00000260963.1","ENSG00000260963","AC026462.3"
"49976","ENSG00000260965.1","ENSG00000260965","RPL23AP91"
"49977","ENSG00000260966.1","ENSG00000260966","AP001486.2"
"49978","ENSG00000260967.1","ENSG00000260967","RARRES2P5"
"49979","ENSG00000260969.1","ENSG00000260969","WWOX-AS1"
"49980","ENSG00000260970.1","ENSG00000260970","AC006288.1"
"49981","ENSG00000260971.3","ENSG00000260971","AL359743.1"
"49982","ENSG00000260972.1","ENSG00000260972","Z98259.1"
"49983","ENSG00000260973.1","ENSG00000260973","AC009021.2"
"49984","ENSG00000260974.1","ENSG00000260974","AC138907.3"
"49985","ENSG00000260975.1","ENSG00000260975","AC007333.2"
"49986","ENSG00000260976.1","ENSG00000260976","LINC01633"
"49987","ENSG00000260977.1","ENSG00000260977","AC016722.3"
"49988","ENSG00000260978.1","ENSG00000260978","AC126407.1"
"49989","ENSG00000260979.1","ENSG00000260979","AC022167.3"
"49990","ENSG00000260981.1","ENSG00000260981","AC091932.1"
"49991","ENSG00000260982.1","ENSG00000260982","ENSG00000260982.1"
"49992","ENSG00000260983.1","ENSG00000260983","AC010528.1"
"49993","ENSG00000260984.1","ENSG00000260984","FGFR3P5"
"49994","ENSG00000260986.1","ENSG00000260986","AC126335.1"
"49995","ENSG00000260987.1","ENSG00000260987","ENSG00000260987.1"
"49996","ENSG00000260988.1","ENSG00000260988","AC090260.1"
"49997","ENSG00000260989.1","ENSG00000260989","AL133297.2"
"49998","ENSG00000260990.1","ENSG00000260990","Z94057.1"
"49999","ENSG00000260991.2","ENSG00000260991","AC120498.5"
"50000","ENSG00000260992.1","ENSG00000260992","DOCK9-AS2"
"50001","ENSG00000260994.1","ENSG00000260994","AGGF1P7"
"50002","ENSG00000260995.1","ENSG00000260995","AL512634.1"
"50003","ENSG00000260996.1","ENSG00000260996","BX255925.1"
"50004","ENSG00000260997.1","ENSG00000260997","AC004847.1"
"50005","ENSG00000260999.1","ENSG00000260999","AC009137.1"
"50006","ENSG00000261000.1","ENSG00000261000","AC244034.2"
"50007","ENSG00000261002.1","ENSG00000261002","AC036103.1"
"50008","ENSG00000261003.1","ENSG00000261003","AL008628.1"
"50009","ENSG00000261005.1","ENSG00000261005","ENSG00000261005.1"
"50010","ENSG00000261007.2","ENSG00000261007","AC074051.5"
"50011","ENSG00000261008.2","ENSG00000261008","LINC01572"
"50012","ENSG00000261009.1","ENSG00000261009","AC141257.1"
"50013","ENSG00000261010.1","ENSG00000261010","RARRES2P6"
"50014","ENSG00000261011.1","ENSG00000261011","AL136982.4"
"50015","ENSG00000261012.2","ENSG00000261012","AC115619.1"
"50016","ENSG00000261013.1","ENSG00000261013","AC079411.1"
"50017","ENSG00000261014.1","ENSG00000261014","LINC02165"
"50018","ENSG00000261015.1","ENSG00000261015","ENSG00000261015.1"
"50019","ENSG00000261017.1","ENSG00000261017","AC096996.1"
"50020","ENSG00000261018.1","ENSG00000261018","AC002101.1"
"50021","ENSG00000261019.1","ENSG00000261019","AC010132.4"
"50022","ENSG00000261020.1","ENSG00000261020","AC132825.3"
"50023","ENSG00000261024.2","ENSG00000261024","GS1-279B7.1"
"50024","ENSG00000261025.1","ENSG00000261025","AL445471.2"
"50025","ENSG00000261026.1","ENSG00000261026","AC105046.1"
"50026","ENSG00000261028.1","ENSG00000261028","AC012322.1"
"50027","ENSG00000261029.1","ENSG00000261029","AC138304.1"
"50028","ENSG00000261030.1","ENSG00000261030","AC079171.1"
"50029","ENSG00000261033.1","ENSG00000261033","AC005730.2"
"50030","ENSG00000261035.1","ENSG00000261035","AL139348.1"
"50031","ENSG00000261036.1","ENSG00000261036","AC113418.1"
"50032","ENSG00000261037.1","ENSG00000261037","AC010266.2"
"50033","ENSG00000261038.1","ENSG00000261038","AL133457.1"
"50034","ENSG00000261039.1","ENSG00000261039","AL136129.1"
"50035","ENSG00000261040.2","ENSG00000261040","WFDC21P"
"50036","ENSG00000261041.1","ENSG00000261041","AC138749.3"
"50037","ENSG00000261043.2","ENSG00000261043","AC019294.4"
"50038","ENSG00000261044.1","ENSG00000261044","AP006547.1"
"50039","ENSG00000261045.1","ENSG00000261045","LINC02129"
"50040","ENSG00000261046.1","ENSG00000261046","C2orf69P1"
"50041","ENSG00000261047.1","ENSG00000261047","AC137527.2"
"50042","ENSG00000261048.1","ENSG00000261048","AC012414.6"
"50043","ENSG00000261049.2","ENSG00000261049","AC007347.1"
"50044","ENSG00000261051.1","ENSG00000261051","AC107021.2"
"50045","ENSG00000261052.1","ENSG00000261052","SULT1A3"
"50046","ENSG00000261053.1","ENSG00000261053","NAMPTP3"
"50047","ENSG00000261054.1","ENSG00000261054","AC036108.2"
"50048","ENSG00000261055.1","ENSG00000261055","AL450468.2"
"50049","ENSG00000261056.2","ENSG00000261056","AC079416.1"
"50050","ENSG00000261057.1","ENSG00000261057","LINC00555"
"50051","ENSG00000261058.1","ENSG00000261058","AC099508.2"
"50052","ENSG00000261060.1","ENSG00000261060","AL160286.2"
"50053","ENSG00000261061.1","ENSG00000261061","AC092718.4"
"50054","ENSG00000261063.1","ENSG00000261063","AC009139.2"
"50055","ENSG00000261064.1","ENSG00000261064","LINC02256"
"50056","ENSG00000261065.1","ENSG00000261065","AL592146.2"
"50057","ENSG00000261066.1","ENSG00000261066","AC074052.2"
"50058","ENSG00000261067.2","ENSG00000261067","AC109460.3"
"50059","ENSG00000261068.1","ENSG00000261068","AL512274.1"
"50060","ENSG00000261069.2","ENSG00000261069","AC124312.3"
"50061","ENSG00000261070.1","ENSG00000261070","AP003071.2"
"50062","ENSG00000261071.1","ENSG00000261071","AL441883.1"
"50063","ENSG00000261072.2","ENSG00000261072","AC084783.1"
"50064","ENSG00000261075.1","ENSG00000261075","LINC01195"
"50065","ENSG00000261076.1","ENSG00000261076","AC016396.2"
"50066","ENSG00000261077.1","ENSG00000261077","AC016180.1"
"50067","ENSG00000261078.1","ENSG00000261078","AC009118.1"
"50068","ENSG00000261079.1","ENSG00000261079","AC009053.2"
"50069","ENSG00000261080.1","ENSG00000261080","AL161907.1"
"50070","ENSG00000261081.1","ENSG00000261081","AC025678.2"
"50071","ENSG00000261082.1","ENSG00000261082","LINC01228"
"50072","ENSG00000261083.1","ENSG00000261083","AC110618.1"
"50073","ENSG00000261084.1","ENSG00000261084","AC116553.1"
"50074","ENSG00000261086.1","ENSG00000261086","ENSG00000261086.1"
"50075","ENSG00000261087.1","ENSG00000261087","AP003469.4"
"50076","ENSG00000261088.1","ENSG00000261088","ENSG00000261088.1"
"50077","ENSG00000261089.1","ENSG00000261089","CDC37P2"
"50078","ENSG00000261090.1","ENSG00000261090","AC127459.2"
"50079","ENSG00000261092.1","ENSG00000261092","LINC02178"
"50080","ENSG00000261093.1","ENSG00000261093","AC141586.3"
"50081","ENSG00000261094.2","ENSG00000261094","AC007066.2"
"50082","ENSG00000261095.1","ENSG00000261095","AC136285.1"
"50083","ENSG00000261096.1","ENSG00000261096","AC073476.3"
"50084","ENSG00000261097.1","ENSG00000261097","LINC00563"
"50085","ENSG00000261098.1","ENSG00000261098","AP000766.1"
"50086","ENSG00000261101.1","ENSG00000261101","AC234775.3"
"50087","ENSG00000261102.2","ENSG00000261102","ATP5J2P6"
"50088","ENSG00000261103.1","ENSG00000261103","AC009063.3"
"50089","ENSG00000261104.1","ENSG00000261104","AC093904.4"
"50090","ENSG00000261105.1","ENSG00000261105","LMO7-AS1"
"50091","ENSG00000261108.2","ENSG00000261108","AC138907.4"
"50092","ENSG00000261111.1","ENSG00000261111","AC133569.1"
"50093","ENSG00000261113.1","ENSG00000261113","AC009034.1"
"50094","ENSG00000261114.1","ENSG00000261114","AC012181.1"
"50095","ENSG00000261115.1","ENSG00000261115","TMEM178B"
"50096","ENSG00000261116.1","ENSG00000261116","AL049555.1"
"50097","ENSG00000261117.1","ENSG00000261117","AC009486.1"
"50098","ENSG00000261118.1","ENSG00000261118","AC092123.1"
"50099","ENSG00000261120.1","ENSG00000261120","AL133299.1"
"50100","ENSG00000261121.1","ENSG00000261121","LINC02473"
"50101","ENSG00000261122.2","ENSG00000261122","LINC02167"
"50102","ENSG00000261123.1","ENSG00000261123","AC009065.5"
"50103","ENSG00000261124.1","ENSG00000261124","AC135050.4"
"50104","ENSG00000261126.3","ENSG00000261126","RBFADN"
"50105","ENSG00000261127.2","ENSG00000261127","AC133548.2"
"50106","ENSG00000261129.1","ENSG00000261129","AC106871.1"
"50107","ENSG00000261130.1","ENSG00000261130","AC140504.1"
"50108","ENSG00000261131.1","ENSG00000261131","AC012186.2"
"50109","ENSG00000261135.1","ENSG00000261135","AL137802.2"
"50110","ENSG00000261136.1","ENSG00000261136","AC023908.3"
"50111","ENSG00000261139.1","ENSG00000261139","ENSG00000261139"
"50112","ENSG00000261140.1","ENSG00000261140","AC093525.4"
"50113","ENSG00000261141.1","ENSG00000261141","AC092718.5"
"50114","ENSG00000261143.1","ENSG00000261143","ADAMTS7P3"
"50115","ENSG00000261144.1","ENSG00000261144","AC092121.1"
"50116","ENSG00000261145.1","ENSG00000261145","AC009060.2"
"50117","ENSG00000261146.1","ENSG00000261146","AC007159.1"
"50118","ENSG00000261147.1","ENSG00000261147","AC091167.2"
"50119","ENSG00000261151.1","ENSG00000261151","AC012182.1"
"50120","ENSG00000261153.2","ENSG00000261153","AC136428.3"
"50121","ENSG00000261154.1","ENSG00000261154","LINC02131"
"50122","ENSG00000261156.2","ENSG00000261156","LINC01989"
"50123","ENSG00000261158.1","ENSG00000261158","AC109597.2"
"50124","ENSG00000261159.1","ENSG00000261159","AC112484.4"
"50125","ENSG00000261161.1","ENSG00000261161","AC009154.1"
"50126","ENSG00000261166.1","ENSG00000261166","AC073429.2"
"50127","ENSG00000261167.1","ENSG00000261167","AC107027.3"
"50128","ENSG00000261168.1","ENSG00000261168","AL592424.1"
"50129","ENSG00000261170.1","ENSG00000261170","AC009053.3"
"50130","ENSG00000261171.1","ENSG00000261171","ENSG00000261171.1"
"50131","ENSG00000261172.1","ENSG00000261172","AC133919.2"
"50132","ENSG00000261173.1","ENSG00000261173","AC018845.3"
"50133","ENSG00000261174.2","ENSG00000261174","HMGB1P33"
"50134","ENSG00000261175.1","ENSG00000261175","LINC02188"
"50135","ENSG00000261176.1","ENSG00000261176","AC009117.2"
"50136","ENSG00000261177.1","ENSG00000261177","AC135012.1"
"50137","ENSG00000261178.2","ENSG00000261178","AC009169.1"
"50138","ENSG00000261181.1","ENSG00000261181","AC136619.1"
"50139","ENSG00000261182.1","ENSG00000261182","AL596211.1"
"50140","ENSG00000261183.1","ENSG00000261183","SPINT1-AS1"
"50141","ENSG00000261184.1","ENSG00000261184","AC083864.3"
"50142","ENSG00000261185.1","ENSG00000261185","ENSG00000261185.1"
"50143","ENSG00000261186.1","ENSG00000261186","ENSG00000261186.1"
"50144","ENSG00000261187.1","ENSG00000261187","AC079322.1"
"50145","ENSG00000261188.1","ENSG00000261188","Z95115.1"
"50146","ENSG00000261189.1","ENSG00000261189","AL031058.1"
"50147","ENSG00000261190.1","ENSG00000261190","C16orf97"
"50148","ENSG00000261191.1","ENSG00000261191","AC013640.1"
"50149","ENSG00000261192.1","ENSG00000261192","RNF126P1"
"50150","ENSG00000261193.1","ENSG00000261193","AC134312.4"
"50151","ENSG00000261194.1","ENSG00000261194","LINC01898"
"50152","ENSG00000261195.1","ENSG00000261195","AC027130.1"
"50153","ENSG00000261196.1","ENSG00000261196","CYP4A43P"
"50154","ENSG00000261197.1","ENSG00000261197","AC133561.4"
"50155","ENSG00000261198.1","ENSG00000261198","AC005774.1"
"50156","ENSG00000261199.1","ENSG00000261199","UBE2FP2"
"50157","ENSG00000261200.1","ENSG00000261200","AC136944.2"
"50158","ENSG00000261202.1","ENSG00000261202","Z83847.1"
"50159","ENSG00000261203.1","ENSG00000261203","AC106782.3"
"50160","ENSG00000261204.1","ENSG00000261204","AC004449.1"
"50161","ENSG00000261205.2","ENSG00000261205","NIFKP4"
"50162","ENSG00000261206.1","ENSG00000261206","LINC00561"
"50163","ENSG00000261207.1","ENSG00000261207","AL031717.1"
"50164","ENSG00000261208.1","ENSG00000261208","AL365475.1"
"50165","ENSG00000261209.1","ENSG00000261209","SULT1C2P2"
"50166","ENSG00000261210.1","ENSG00000261210","CLEC19A"
"50167","ENSG00000261211.1","ENSG00000261211","AL031123.2"
"50168","ENSG00000261212.1","ENSG00000261212","AC234778.2"
"50169","ENSG00000261213.1","ENSG00000261213","AC099786.3"
"50170","ENSG00000261215.1","ENSG00000261215","AL162231.4"
"50171","ENSG00000261216.1","ENSG00000261216","AC007216.2"
"50172","ENSG00000261217.2","ENSG00000261217","BCAP31P1"
"50173","ENSG00000261218.1","ENSG00000261218","AC099524.1"
"50174","ENSG00000261219.1","ENSG00000261219","AC090651.1"
"50175","ENSG00000261220.2","ENSG00000261220","AC103706.1"
"50176","ENSG00000261221.1","ENSG00000261221","ZNF865"
"50177","ENSG00000261222.2","ENSG00000261222","AC064805.1"
"50178","ENSG00000261226.1","ENSG00000261226","AC092384.3"
"50179","ENSG00000261227.2","ENSG00000261227","AC140912.1"
"50180","ENSG00000261229.1","ENSG00000261229","AC021483.2"
"50181","ENSG00000261231.2","ENSG00000261231","LINC02133"
"50182","ENSG00000261232.2","ENSG00000261232","AC090751.1"
"50183","ENSG00000261233.2","ENSG00000261233","ABCD1P3"
"50184","ENSG00000261234.1","ENSG00000261234","AC025281.1"
"50185","ENSG00000261235.1","ENSG00000261235","AC092142.1"
"50186","ENSG00000261238.1","ENSG00000261238","AC009166.1"
"50187","ENSG00000261239.2","ENSG00000261239","ANKRD26P1"
"50188","ENSG00000261240.1","ENSG00000261240","AC009065.6"
"50189","ENSG00000261241.1","ENSG00000261241","LINC02128"
"50190","ENSG00000261242.1","ENSG00000261242","AL136038.3"
"50191","ENSG00000261243.1","ENSG00000261243","AC022165.1"
"50192","ENSG00000261244.1","ENSG00000261244","AC104758.4"
"50193","ENSG00000261245.2","ENSG00000261245","AC093520.2"
"50194","ENSG00000261247.1","ENSG00000261247","GOLGA8T"
"50195","ENSG00000261248.1","ENSG00000261248","AC009120.5"
"50196","ENSG00000261249.1","ENSG00000261249","LINC01751"
"50197","ENSG00000261250.1","ENSG00000261250","AL160286.3"
"50198","ENSG00000261251.1","ENSG00000261251","Z97055.2"
"50199","ENSG00000261252.1","ENSG00000261252","ENSG00000261252.1"
"50200","ENSG00000261253.1","ENSG00000261253","AC137932.2"
"50201","ENSG00000261254.1","ENSG00000261254","ENSG00000261254.1"
"50202","ENSG00000261257.1","ENSG00000261257","AP000821.1"
"50203","ENSG00000261259.1","ENSG00000261259","AC142086.5"
"50204","ENSG00000261260.1","ENSG00000261260","AC106736.1"
"50205","ENSG00000261261.2","ENSG00000261261","AC026462.4"
"50206","ENSG00000261263.2","ENSG00000261263","AC138907.5"
"50207","ENSG00000261265.1","ENSG00000261265","AC025271.2"
"50208","ENSG00000261266.1","ENSG00000261266","AC008870.3"
"50209","ENSG00000261267.1","ENSG00000261267","AC026470.3"
"50210","ENSG00000261268.1","ENSG00000261268","AC112236.1"
"50211","ENSG00000261269.1","ENSG00000261269","AC093278.2"
"50212","ENSG00000261270.1","ENSG00000261270","AC012181.3"
"50213","ENSG00000261272.1","ENSG00000261272","MUC22"
"50214","ENSG00000261273.1","ENSG00000261273","AC138512.1"
"50215","ENSG00000261274.1","ENSG00000261274","TP53TG3GP"
"50216","ENSG00000261275.1","ENSG00000261275","AC092447.8"
"50217","ENSG00000261276.1","ENSG00000261276","AP003071.3"
"50218","ENSG00000261277.2","ENSG00000261277","OR4H6P"
"50219","ENSG00000261278.1","ENSG00000261278","AC009094.1"
"50220","ENSG00000261279.1","ENSG00000261279","ULK4P1"
"50221","ENSG00000261280.2","ENSG00000261280","ENSG00000261280.2"
"50222","ENSG00000261281.1","ENSG00000261281","AC009712.1"
"50223","ENSG00000261282.1","ENSG00000261282","SOD1P2"
"50224","ENSG00000261284.2","ENSG00000261284","RBM22P13"
"50225","ENSG00000261285.1","ENSG00000261285","AC009117.3"
"50226","ENSG00000261286.1","ENSG00000261286","ATP2C2-AS1"
"50227","ENSG00000261288.1","ENSG00000261288","AC093525.5"
"50228","ENSG00000261289.2","ENSG00000261289","AC034105.5"
"50229","ENSG00000261290.1","ENSG00000261290","CYP4A44P"
"50230","ENSG00000261291.1","ENSG00000261291","AC007906.1"
"50231","ENSG00000261292.1","ENSG00000261292","AC110491.1"
"50232","ENSG00000261293.1","ENSG00000261293","AC007601.2"
"50233","ENSG00000261294.1","ENSG00000261294","AC120498.6"
"50234","ENSG00000261295.1","ENSG00000261295","ENSG00000261295.1"
"50235","ENSG00000261296.1","ENSG00000261296","AC126323.6"
"50236","ENSG00000261298.1","ENSG00000261298","AC122134.1"
"50237","ENSG00000261299.1","ENSG00000261299","C2orf69P3"
"50238","ENSG00000261302.1","ENSG00000261302","AC106779.1"
"50239","ENSG00000261303.1","ENSG00000261303","AC022748.2"
"50240","ENSG00000261304.1","ENSG00000261304","LINC02252"
"50241","ENSG00000261305.1","ENSG00000261305","AC005586.2"
"50242","ENSG00000261307.1","ENSG00000261307","AC102797.1"
"50243","ENSG00000261308.1","ENSG00000261308","FIGNL2"
"50244","ENSG00000261310.1","ENSG00000261310","AC009081.1"
"50245","ENSG00000261312.1","ENSG00000261312","AC002550.1"
"50246","ENSG00000261313.1","ENSG00000261313","AC105430.1"
"50247","ENSG00000261314.1","ENSG00000261314","AC105275.2"
"50248","ENSG00000261315.2","ENSG00000261315","AC103988.1"
"50249","ENSG00000261316.1","ENSG00000261316","LINC01834"
"50250","ENSG00000261317.1","ENSG00000261317","AC092143.3"
"50251","ENSG00000261318.1","ENSG00000261318","AC055855.3"
"50252","ENSG00000261319.1","ENSG00000261319","LINC02152"
"50253","ENSG00000261320.1","ENSG00000261320","AC009061.1"
"50254","ENSG00000261324.2","ENSG00000261324","AC010168.2"
"50255","ENSG00000261325.1","ENSG00000261325","LINC02192"
"50256","ENSG00000261326.2","ENSG00000261326","LINC01355"
"50257","ENSG00000261327.3","ENSG00000261327","AC134312.5"
"50258","ENSG00000261329.1","ENSG00000261329","AC016597.1"
"50259","ENSG00000261330.1","ENSG00000261330","AC010650.1"
"50260","ENSG00000261331.1","ENSG00000261331","ENSG00000261331.1"
"50261","ENSG00000261332.1","ENSG00000261332","AC116348.2"
"50262","ENSG00000261333.2","ENSG00000261333","CD24P2"
"50263","ENSG00000261334.1","ENSG00000261334","AL353803.4"
"50264","ENSG00000261335.1","ENSG00000261335","AC005837.1"
"50265","ENSG00000261336.1","ENSG00000261336","EIF4BP5"
"50266","ENSG00000261337.1","ENSG00000261337","ENSG00000261337.1"
"50267","ENSG00000261338.1","ENSG00000261338","AC021016.2"
"50268","ENSG00000261340.1","ENSG00000261340","LINC01616"
"50269","ENSG00000261341.1","ENSG00000261341","AC010325.1"
"50270","ENSG00000261342.1","ENSG00000261342","AC006538.1"
"50271","ENSG00000261346.1","ENSG00000261346","AC116348.3"
"50272","ENSG00000261347.1","ENSG00000261347","AP000439.4"
"50273","ENSG00000261348.1","ENSG00000261348","LINC02136"
"50274","ENSG00000261349.1","ENSG00000261349","AL031432.2"
"50275","ENSG00000261350.1","ENSG00000261350","AC018558.2"
"50276","ENSG00000261351.1","ENSG00000261351","AC116913.1"
"50277","ENSG00000261353.1","ENSG00000261353","AL121936.1"
"50278","ENSG00000261355.1","ENSG00000261355","ENSG00000261355.1"
"50279","ENSG00000261356.2","ENSG00000261356","AC092368.2"
"50280","ENSG00000261357.1","ENSG00000261357","AC099518.2"
"50281","ENSG00000261359.2","ENSG00000261359","PYCARD-AS1"
"50282","ENSG00000261360.1","ENSG00000261360","AC010491.1"
"50283","ENSG00000261362.1","ENSG00000261362","AC136619.2"
"50284","ENSG00000261363.1","ENSG00000261363","AC106745.1"
"50285","ENSG00000261364.1","ENSG00000261364","AC063923.2"
"50286","ENSG00000261365.1","ENSG00000261365","AC138749.4"
"50287","ENSG00000261366.1","ENSG00000261366","MANEA-AS1"
"50288","ENSG00000261367.1","ENSG00000261367","AC012645.2"
"50289","ENSG00000261368.1","ENSG00000261368","AL731537.2"
"50290","ENSG00000261369.1","ENSG00000261369","AC007533.1"
"50291","ENSG00000261372.1","ENSG00000261372","ENSG00000261372.1"
"50292","ENSG00000261373.1","ENSG00000261373","VPS9D1-AS1"
"50293","ENSG00000261374.1","ENSG00000261374","ENSG00000261374.1"
"50294","ENSG00000261375.1","ENSG00000261375","AC135983.4"
"50295","ENSG00000261376.1","ENSG00000261376","AC022166.2"
"50296","ENSG00000261377.1","ENSG00000261377","PDCD6IPP2"
"50297","ENSG00000261379.1","ENSG00000261379","AC010735.1"
"50298","ENSG00000261382.1","ENSG00000261382","AC091962.1"
"50299","ENSG00000261384.1","ENSG00000261384","AC023300.1"
"50300","ENSG00000261385.1","ENSG00000261385","AC009088.3"
"50301","ENSG00000261386.2","ENSG00000261386","AC027682.4"
"50302","ENSG00000261390.1","ENSG00000261390","MAFTRR"
"50303","ENSG00000261391.1","ENSG00000261391","AC138907.6"
"50304","ENSG00000261392.1","ENSG00000261392","AC087190.3"
