"","names","ensb","hugo"
"24362","ENSG00000216844.1","ENSG00000216844","AC009494.1"
"24363","ENSG00000216853.1","ENSG00000216853","MTCYBP36"
"24364","ENSG00000216854.2","ENSG00000216854","AL512422.1"
"24365","ENSG00000216859.1","ENSG00000216859","DHFRP5"
"24366","ENSG00000216863.5","ENSG00000216863","LY86-AS1"
"24367","ENSG00000216866.4","ENSG00000216866","RPS2P55"
"24368","ENSG00000216867.2","ENSG00000216867","AC226101.1"
"24369","ENSG00000216895.4","ENSG00000216895","AC009403.1"
"24370","ENSG00000216901.1","ENSG00000216901","ZNF603P"
"24371","ENSG00000216902.3","ENSG00000216902","AL122016.1"
"24372","ENSG00000216904.2","ENSG00000216904","SOCS5P5"
"24373","ENSG00000216906.2","ENSG00000216906","AL355312.1"
"24374","ENSG00000216913.2","ENSG00000216913","AL049693.1"
"24375","ENSG00000216915.2","ENSG00000216915","GPR89P"
"24376","ENSG00000216917.2","ENSG00000216917","AC005587.1"
"24377","ENSG00000216921.3","ENSG00000216921","AC131097.2"
"24378","ENSG00000216937.7","ENSG00000216937","CCDC7"
"24379","ENSG00000216938.3","ENSG00000216938","RPL7P58"
"24380","ENSG00000216966.1","ENSG00000216966","AL353747.1"
"24381","ENSG00000216977.1","ENSG00000216977","RPL21P65"
"24382","ENSG00000216990.2","ENSG00000216990","HSPD1P10"
"24383","ENSG00000216998.1","ENSG00000216998","CYP2AC1P"
"24384","ENSG00000217004.1","ENSG00000217004","Z97832.1"
"24385","ENSG00000217026.3","ENSG00000217026","RPL10P1"
"24386","ENSG00000217027.1","ENSG00000217027","TPT1P4"
"24387","ENSG00000217030.1","ENSG00000217030","AL359643.1"
"24388","ENSG00000217041.1","ENSG00000217041","AL512430.2"
"24389","ENSG00000217044.1","ENSG00000217044","MTCO3P31"
"24390","ENSG00000217060.1","ENSG00000217060","AL135903.1"
"24391","ENSG00000217067.2","ENSG00000217067","AL355375.1"
"24392","ENSG00000217075.1","ENSG00000217075","ENSG00000217075.1"
"24393","ENSG00000217078.1","ENSG00000217078","AL021407.1"
"24394","ENSG00000217083.1","ENSG00000217083","MTCO2P33"
"24395","ENSG00000217085.2","ENSG00000217085","HMGB3P19"
"24396","ENSG00000217089.1","ENSG00000217089","RPS29P13"
"24397","ENSG00000217094.2","ENSG00000217094","PPIAP31"
"24398","ENSG00000217120.1","ENSG00000217120","Z98755.1"
"24399","ENSG00000217128.7","ENSG00000217128","FNIP1"
"24400","ENSG00000217130.1","ENSG00000217130","AL139100.1"
"24401","ENSG00000217135.2","ENSG00000217135","AL590004.1"
"24402","ENSG00000217139.2","ENSG00000217139","AL603865.1"
"24403","ENSG00000217159.2","ENSG00000217159","LARP1P1"
"24404","ENSG00000217160.2","ENSG00000217160","MTCO2P31"
"24405","ENSG00000217165.1","ENSG00000217165","ANKRD18EP"
"24406","ENSG00000217169.2","ENSG00000217169","MTHFD2P2"
"24407","ENSG00000217178.1","ENSG00000217178","AL357563.1"
"24408","ENSG00000217179.1","ENSG00000217179","MTCYBP2"
"24409","ENSG00000217181.1","ENSG00000217181","AL139039.2"
"24410","ENSG00000217195.1","ENSG00000217195","AL513475.1"
"24411","ENSG00000217227.1","ENSG00000217227","AL079341.1"
"24412","ENSG00000217228.1","ENSG00000217228","GSTA12P"
"24413","ENSG00000217231.2","ENSG00000217231","AL109755.1"
"24414","ENSG00000217236.1","ENSG00000217236","SP9"
"24415","ENSG00000217239.2","ENSG00000217239","AL136968.2"
"24416","ENSG00000217241.1","ENSG00000217241","CBX3P9"
"24417","ENSG00000217258.2","ENSG00000217258","AC007249.1"
"24418","ENSG00000217261.4","ENSG00000217261","POM121L4P"
"24419","ENSG00000217268.1","ENSG00000217268","TXNP7"
"24420","ENSG00000217272.1","ENSG00000217272","AL049545.1"
"24421","ENSG00000217275.2","ENSG00000217275","AL031777.1"
"24422","ENSG00000217289.3","ENSG00000217289","AC079776.1"
"24423","ENSG00000217314.2","ENSG00000217314","UQCRFS1P3"
"24424","ENSG00000217315.1","ENSG00000217315","OR2W2P"
"24425","ENSG00000217325.2","ENSG00000217325","PRELID1P1"
"24426","ENSG00000217327.3","ENSG00000217327","RPS7P5"
"24427","ENSG00000217330.1","ENSG00000217330","SSXP10"
"24428","ENSG00000217331.1","ENSG00000217331","AL355143.1"
"24429","ENSG00000217334.1","ENSG00000217334","AL355615.1"
"24430","ENSG00000217372.2","ENSG00000217372","TUBB4BP7"
"24431","ENSG00000217377.1","ENSG00000217377","AK4P5"
"24432","ENSG00000217379.2","ENSG00000217379","AL589647.1"
"24433","ENSG00000217385.1","ENSG00000217385","PSMC1P11"
"24434","ENSG00000217404.2","ENSG00000217404","RPS4XP9"
"24435","ENSG00000217408.2","ENSG00000217408","PRELID1P2"
"24436","ENSG00000217414.2","ENSG00000217414","DDX18P3"
"24437","ENSG00000217416.3","ENSG00000217416","ISCA1P1"
"24438","ENSG00000217442.3","ENSG00000217442","SYCE3"
"24439","ENSG00000217447.1","ENSG00000217447","AL021331.1"
"24440","ENSG00000217455.4","ENSG00000217455","AC073316.1"
"24441","ENSG00000217477.2","ENSG00000217477","AL450346.1"
"24442","ENSG00000217482.2","ENSG00000217482","HMGB1P17"
"24443","ENSG00000217483.1","ENSG00000217483","FO393414.2"
"24444","ENSG00000217488.2","ENSG00000217488","AL356057.1"
"24445","ENSG00000217495.2","ENSG00000217495","AL136116.2"
"24446","ENSG00000217512.1","ENSG00000217512","AL356776.1"
"24447","ENSG00000217514.1","ENSG00000217514","AL031121.1"
"24448","ENSG00000217527.1","ENSG00000217527","RPS16P5"
"24449","ENSG00000217539.2","ENSG00000217539","IQCB2P"
"24450","ENSG00000217555.8","ENSG00000217555","CKLF"
"24451","ENSG00000217557.1","ENSG00000217557","AL590286.1"
"24452","ENSG00000217566.2","ENSG00000217566","TDGF1P4"
"24453","ENSG00000217576.7","ENSG00000217576","AL158066.1"
"24454","ENSG00000217585.1","ENSG00000217585","AL021407.2"
"24455","ENSG00000217612.2","ENSG00000217612","AL031119.1"
"24456","ENSG00000217624.2","ENSG00000217624","AL627402.1"
"24457","ENSG00000217631.1","ENSG00000217631","FO393413.1"
"24458","ENSG00000217643.1","ENSG00000217643","PTGES3P2"
"24459","ENSG00000217644.4","ENSG00000217644","AL355864.1"
"24460","ENSG00000217646.1","ENSG00000217646","HIST1H2BPS2"
"24461","ENSG00000217648.1","ENSG00000217648","AL136116.3"
"24462","ENSG00000217653.1","ENSG00000217653","AL353692.1"
"24463","ENSG00000217680.1","ENSG00000217680","UBE2V1P15"
"24464","ENSG00000217684.2","ENSG00000217684","RPS3AP24"
"24465","ENSG00000217686.2","ENSG00000217686","NUS1P4"
"24466","ENSG00000217702.1","ENSG00000217702","AC073263.1"
"24467","ENSG00000217707.2","ENSG00000217707","SERPINB8P1"
"24468","ENSG00000217716.3","ENSG00000217716","RPS10P3"
"24469","ENSG00000217718.1","ENSG00000217718","NDUFB4P4"
"24470","ENSG00000217733.2","ENSG00000217733","CCT7P1"
"24471","ENSG00000217746.1","ENSG00000217746","AL096800.1"
"24472","ENSG00000217767.2","ENSG00000217767","NDUFAB1P1"
"24473","ENSG00000217769.4","ENSG00000217769","AL157777.1"
"24474","ENSG00000217770.1","ENSG00000217770","FEM1AP3"
"24475","ENSG00000217776.1","ENSG00000217776","AL138827.1"
"24476","ENSG00000217783.2","ENSG00000217783","LDHAL6FP"
"24477","ENSG00000217786.1","ENSG00000217786","AL355379.1"
"24478","ENSG00000217791.4","ENSG00000217791","ASS1P9"
"24479","ENSG00000217801.5","ENSG00000217801","AL390719.1"
"24480","ENSG00000217805.2","ENSG00000217805","AL590084.1"
"24481","ENSG00000217809.1","ENSG00000217809","FAT1P1"
"24482","ENSG00000217811.1","ENSG00000217811","HNRNPDP2"
"24483","ENSG00000217824.1","ENSG00000217824","SNRPEP6"
"24484","ENSG00000217825.2","ENSG00000217825","AC099552.1"
"24485","ENSG00000217835.3","ENSG00000217835","AL034397.1"
"24486","ENSG00000217862.2","ENSG00000217862","AL009179.1"
"24487","ENSG00000217874.2","ENSG00000217874","OR4F7P"
"24488","ENSG00000217878.2","ENSG00000217878","AL136100.1"
"24489","ENSG00000217889.3","ENSG00000217889","KRT18P48"
"24490","ENSG00000217896.2","ENSG00000217896","ZNF839P1"
"24491","ENSG00000217897.2","ENSG00000217897","HSPE1P8"
"24492","ENSG00000217929.3","ENSG00000217929","CICP18"
"24493","ENSG00000217930.3","ENSG00000217930","PAM16"
"24494","ENSG00000217950.3","ENSG00000217950","NOC2LP2"
"24495","ENSG00000218014.1","ENSG00000218014","KRT19P1"
"24496","ENSG00000218016.2","ENSG00000218016","ZNF192P2"
"24497","ENSG00000218018.2","ENSG00000218018","AL109955.1"
"24498","ENSG00000218020.3","ENSG00000218020","THAP12P5"
"24499","ENSG00000218027.2","ENSG00000218027","AL512329.1"
"24500","ENSG00000218029.3","ENSG00000218029","AL078601.1"
"24501","ENSG00000218048.2","ENSG00000218048","AL121949.1"
"24502","ENSG00000218049.1","ENSG00000218049","AL591034.1"
"24503","ENSG00000218052.4","ENSG00000218052","ADAMTS7P4"
"24504","ENSG00000218069.2","ENSG00000218069","RSL24D1P1"
"24505","ENSG00000218073.1","ENSG00000218073","AL021407.3"
"24506","ENSG00000218089.1","ENSG00000218089","DNAJA1P4"
"24507","ENSG00000218107.1","ENSG00000218107","AL136131.1"
"24508","ENSG00000218109.3","ENSG00000218109","KIRREL3-AS3"
"24509","ENSG00000218125.1","ENSG00000218125","AP000567.1"
"24510","ENSG00000218143.2","ENSG00000218143","ERHP2"
"24511","ENSG00000218153.2","ENSG00000218153","KRT18P22"
"24512","ENSG00000218173.1","ENSG00000218173","AL356967.1"
"24513","ENSG00000218175.2","ENSG00000218175","AC016739.1"
"24514","ENSG00000218180.2","ENSG00000218180","SLC25A5P7"
"24515","ENSG00000218186.2","ENSG00000218186","KRT8P43"
"24516","ENSG00000218187.2","ENSG00000218187","AL356432.1"
"24517","ENSG00000218189.4","ENSG00000218189","POM121L14P"
"24518","ENSG00000218194.1","ENSG00000218194","HLFP1"
"24519","ENSG00000218198.2","ENSG00000218198","RPS20P32"
"24520","ENSG00000218208.1","ENSG00000218208","RPS27AP11"
"24521","ENSG00000218213.1","ENSG00000218213","FTH1P26"
"24522","ENSG00000218226.1","ENSG00000218226","TATDN2P2"
"24523","ENSG00000218227.3","ENSG00000218227","AC136632.1"
"24524","ENSG00000218233.1","ENSG00000218233","NEPNP"
"24525","ENSG00000218261.1","ENSG00000218261","AL591034.2"
"24526","ENSG00000218265.1","ENSG00000218265","RPS4XP7"
"24527","ENSG00000218274.2","ENSG00000218274","AL121949.2"
"24528","ENSG00000218281.1","ENSG00000218281","HIST1H2APS3"
"24529","ENSG00000218283.2","ENSG00000218283","MORF4L1P1"
"24530","ENSG00000218300.1","ENSG00000218300","AL353692.2"
"24531","ENSG00000218305.2","ENSG00000218305","CDC14C"
"24532","ENSG00000218313.1","ENSG00000218313","AL139274.1"
"24533","ENSG00000218336.3","ENSG00000218336","TENM3"
"24534","ENSG00000218337.1","ENSG00000218337","AL589994.1"
"24535","ENSG00000218346.1","ENSG00000218346","ENSG00000218346.1"
"24536","ENSG00000218347.2","ENSG00000218347","HNRNPA1P1"
"24537","ENSG00000218350.1","ENSG00000218350","LYPLA1P3"
"24538","ENSG00000218351.2","ENSG00000218351","RPS3AP23"
"24539","ENSG00000218357.3","ENSG00000218357","LINC01644"
"24540","ENSG00000218358.2","ENSG00000218358","RAET1K"
"24541","ENSG00000218359.1","ENSG00000218359","SUMO2P13"
"24542","ENSG00000218363.1","ENSG00000218363","SLC25A20P1"
"24543","ENSG00000218410.1","ENSG00000218410","AC012078.1"
"24544","ENSG00000218416.3","ENSG00000218416","PP14571"
"24545","ENSG00000218418.2","ENSG00000218418","AL591135.1"
"24546","ENSG00000218422.2","ENSG00000218422","ENSG00000218422.2"
"24547","ENSG00000218424.2","ENSG00000218424","NDUFS5P1"
"24548","ENSG00000218426.5","ENSG00000218426","AL590867.2"
"24549","ENSG00000218428.1","ENSG00000218428","NIP7P3"
"24550","ENSG00000218454.2","ENSG00000218454","HNRNPA1P19"
"24551","ENSG00000218459.1","ENSG00000218459","AL121972.1"
"24552","ENSG00000218472.2","ENSG00000218472","AL590004.2"
"24553","ENSG00000218475.2","ENSG00000218475","ACTG1P18"
"24554","ENSG00000218476.2","ENSG00000218476","AL591416.1"
"24555","ENSG00000218483.1","ENSG00000218483","AL356277.1"
"24556","ENSG00000218490.1","ENSG00000218490","FCF1P10"
"24557","ENSG00000218499.1","ENSG00000218499","AL031003.1"
"24558","ENSG00000218502.3","ENSG00000218502","H2AFZP3"
"24559","ENSG00000218510.3","ENSG00000218510","LINC00339"
"24560","ENSG00000218512.2","ENSG00000218512","SPTLC1P2"
"24561","ENSG00000218520.5","ENSG00000218520","AL450346.2"
"24562","ENSG00000218521.1","ENSG00000218521","AL589655.1"
"24563","ENSG00000218536.1","ENSG00000218536","AP002530.1"
"24564","ENSG00000218537.1","ENSG00000218537","MIF-AS1"
"24565","ENSG00000218549.1","ENSG00000218549","OR4K12P"
"24566","ENSG00000218561.1","ENSG00000218561","AL353133.1"
"24567","ENSG00000218565.2","ENSG00000218565","AL592429.1"
"24568","ENSG00000218574.1","ENSG00000218574","HNRNPA1P37"
"24569","ENSG00000218577.1","ENSG00000218577","AL035696.2"
"24570","ENSG00000218582.2","ENSG00000218582","GAPDHP63"
"24571","ENSG00000218586.3","ENSG00000218586","AC006971.1"
"24572","ENSG00000218596.2","ENSG00000218596","AL162578.1"
"24573","ENSG00000218617.1","ENSG00000218617","AL121949.3"
"24574","ENSG00000218631.1","ENSG00000218631","AL117344.1"
"24575","ENSG00000218632.3","ENSG00000218632","RPL7P28"
"24576","ENSG00000218643.2","ENSG00000218643","RPL5P20"
"24577","ENSG00000218672.1","ENSG00000218672","AC008060.1"
"24578","ENSG00000218676.1","ENSG00000218676","BRD7P4"
"24579","ENSG00000218682.1","ENSG00000218682","AC064847.1"
"24580","ENSG00000218689.2","ENSG00000218689","RPL5P21"
"24581","ENSG00000218690.1","ENSG00000218690","HIST1H2APS4"
"24582","ENSG00000218698.1","ENSG00000218698","ST13P16"
"24583","ENSG00000218713.1","ENSG00000218713","AL512378.1"
"24584","ENSG00000218716.1","ENSG00000218716","RPL12P23"
"24585","ENSG00000218725.2","ENSG00000218725","B3GALNT2P1"
"24586","ENSG00000218728.3","ENSG00000218728","KRT18P44"
"24587","ENSG00000218730.1","ENSG00000218730","AL117342.1"
"24588","ENSG00000218732.1","ENSG00000218732","AL035633.1"
"24589","ENSG00000218739.5","ENSG00000218739","CEBPZOS"
"24590","ENSG00000218748.1","ENSG00000218748","DBIP1"
"24591","ENSG00000218749.1","ENSG00000218749","AL033519.1"
"24592","ENSG00000218754.4","ENSG00000218754","RPL18AP8"
"24593","ENSG00000218757.1","ENSG00000218757","AL121952.1"
"24594","ENSG00000218766.1","ENSG00000218766","AL450338.1"
"24595","ENSG00000218772.2","ENSG00000218772","FAM8A6P"
"24596","ENSG00000218776.4","ENSG00000218776","MTATP6P31"
"24597","ENSG00000218792.2","ENSG00000218792","HSPD1P16"
"24598","ENSG00000218793.1","ENSG00000218793","AL049697.3"
"24599","ENSG00000218803.1","ENSG00000218803","GSTM2P1"
"24600","ENSG00000218806.2","ENSG00000218806","AL133264.1"
"24601","ENSG00000218809.1","ENSG00000218809","AL391903.1"
"24602","ENSG00000218813.1","ENSG00000218813","AL354719.1"
"24603","ENSG00000218819.3","ENSG00000218819","TDRD15"
"24604","ENSG00000218823.1","ENSG00000218823","PAPOLB"
"24605","ENSG00000218834.1","ENSG00000218834","AL606923.1"
"24606","ENSG00000218839.3","ENSG00000218839","FAM138C"
"24607","ENSG00000218857.1","ENSG00000218857","AL137222.1"
"24608","ENSG00000218868.1","ENSG00000218868","CNN3P1"
"24609","ENSG00000218870.1","ENSG00000218870","SLC25A6P6"
"24610","ENSG00000218872.1","ENSG00000218872","AL445189.1"
"24611","ENSG00000218890.1","ENSG00000218890","AL049842.1"
"24612","ENSG00000218891.2","ENSG00000218891","ZNF579"
"24613","ENSG00000218893.1","ENSG00000218893","SUMO2P12"
"24614","ENSG00000218896.1","ENSG00000218896","TUBB8P2"
"24615","ENSG00000218902.3","ENSG00000218902","PTMAP3"
"24616","ENSG00000218965.1","ENSG00000218965","NACAP7"
"24617","ENSG00000218976.2","ENSG00000218976","AL138725.1"
"24618","ENSG00000218980.2","ENSG00000218980","FTH1P15"
"24619","ENSG00000218986.1","ENSG00000218986","AL136087.1"
"24620","ENSG00000218991.1","ENSG00000218991","CCNG1P1"
"24621","ENSG00000218996.1","ENSG00000218996","ARL4AP5"
"24622","ENSG00000219016.3","ENSG00000219016","ENSG00000219016.3"
"24623","ENSG00000219023.1","ENSG00000219023","AL033519.2"
"24624","ENSG00000219027.2","ENSG00000219027","RPS3AP2"
"24625","ENSG00000219039.2","ENSG00000219039","AC005102.1"
"24626","ENSG00000219041.4","ENSG00000219041","ENSG00000219041.4"
"24627","ENSG00000219061.4","ENSG00000219061","TRIM51FP"
"24628","ENSG00000219073.3","ENSG00000219073","CELA3B"
"24629","ENSG00000219074.1","ENSG00000219074","SOD1P1"
"24630","ENSG00000219085.1","ENSG00000219085","NPM1P37"
"24631","ENSG00000219087.2","ENSG00000219087","MTND4LP19"
"24632","ENSG00000219088.1","ENSG00000219088","Z97206.1"
"24633","ENSG00000219095.1","ENSG00000219095","DHFRP6"
"24634","ENSG00000219102.3","ENSG00000219102","HNRNPA3P12"
"24635","ENSG00000219133.2","ENSG00000219133","AL592114.1"
"24636","ENSG00000219135.1","ENSG00000219135","RPL23AP48"
"24637","ENSG00000219139.1","ENSG00000219139","TYMSP1"
"24638","ENSG00000219146.1","ENSG00000219146","RPS4XP8"
"24639","ENSG00000219149.4","ENSG00000219149","AL161626.1"
"24640","ENSG00000219150.2","ENSG00000219150","AL603914.1"
"24641","ENSG00000219159.3","ENSG00000219159","AC011298.1"
"24642","ENSG00000219163.2","ENSG00000219163","HMGB1P20"
"24643","ENSG00000219186.2","ENSG00000219186","FTH1P19"
"24644","ENSG00000219188.1","ENSG00000219188","CACYBPP3"
"24645","ENSG00000219190.1","ENSG00000219190","AL353133.2"
"24646","ENSG00000219200.6","ENSG00000219200","RNASEK"
"24647","ENSG00000219201.3","ENSG00000219201","AC138392.1"
"24648","ENSG00000219222.1","ENSG00000219222","RPL12P47"
"24649","ENSG00000219240.2","ENSG00000219240","AL353692.3"
"24650","ENSG00000219249.2","ENSG00000219249","AMZ2P2"
"24651","ENSG00000219253.1","ENSG00000219253","AL390316.1"
"24652","ENSG00000219257.2","ENSG00000219257","NPM1P38"
"24653","ENSG00000219262.1","ENSG00000219262","Z98745.1"
"24654","ENSG00000219273.1","ENSG00000219273","AL035555.1"
"24655","ENSG00000219274.1","ENSG00000219274","RPS20P2"
"24656","ENSG00000219280.1","ENSG00000219280","VN1R8P"
"24657","ENSG00000219284.2","ENSG00000219284","AL592291.1"
"24658","ENSG00000219294.5","ENSG00000219294","PIP5K1P1"
"24659","ENSG00000219297.1","ENSG00000219297","MRPL42P3"
"24660","ENSG00000219298.1","ENSG00000219298","AL355497.1"
"24661","ENSG00000219302.2","ENSG00000219302","AL451046.1"
"24662","ENSG00000219314.1","ENSG00000219314","AL034372.1"
"24663","ENSG00000219329.1","ENSG00000219329","AL357515.1"
"24664","ENSG00000219355.2","ENSG00000219355","RPL31P52"
"24665","ENSG00000219361.1","ENSG00000219361","RPSAP72"
"24666","ENSG00000219368.3","ENSG00000219368","ZNF299P"
"24667","ENSG00000219374.1","ENSG00000219374","ENSG00000219374.1"
"24668","ENSG00000219375.1","ENSG00000219375","AL139095.1"
"24669","ENSG00000219384.1","ENSG00000219384","AL138880.1"
"24670","ENSG00000219387.2","ENSG00000219387","ATF1P1"
"24671","ENSG00000219391.1","ENSG00000219391","AC019129.1"
"24672","ENSG00000219392.1","ENSG00000219392","ZNF602P"
"24673","ENSG00000219395.2","ENSG00000219395","HSPA8P15"
"24674","ENSG00000219404.2","ENSG00000219404","AL359694.1"
"24675","ENSG00000219409.2","ENSG00000219409","AL590704.1"
"24676","ENSG00000219410.4","ENSG00000219410","AC125494.1"
"24677","ENSG00000219430.2","ENSG00000219430","MBL3P"
"24678","ENSG00000219433.2","ENSG00000219433","BTBD10P2"
"24679","ENSG00000219435.3","ENSG00000219435","CATSPERZ"
"24680","ENSG00000219438.4","ENSG00000219438","FAM19A5"
"24681","ENSG00000219445.2","ENSG00000219445","AC019155.2"
"24682","ENSG00000219448.1","ENSG00000219448","ENSG00000219448.1"
"24683","ENSG00000219451.3","ENSG00000219451","RPL23P8"
"24684","ENSG00000219453.1","ENSG00000219453","AL133270.1"
"24685","ENSG00000219463.1","ENSG00000219463","RPSAP42"
"24686","ENSG00000219470.1","ENSG00000219470","AL355802.2"
"24687","ENSG00000219481.6","ENSG00000219481","NBPF1"
"24688","ENSG00000219487.2","ENSG00000219487","AL603766.1"
"24689","ENSG00000219491.6","ENSG00000219491","TPT1P8"
"24690","ENSG00000219492.4","ENSG00000219492","AC116655.2"
"24691","ENSG00000219500.1","ENSG00000219500","AL391417.1"
"24692","ENSG00000219507.4","ENSG00000219507","FTH1P8"
"24693","ENSG00000219529.2","ENSG00000219529","AP000580.1"
"24694","ENSG00000219532.2","ENSG00000219532","AL139805.1"
"24695","ENSG00000219545.5","ENSG00000219545","UMAD1"
"24696","ENSG00000219547.1","ENSG00000219547","AL359715.1"
"24697","ENSG00000219549.1","ENSG00000219549","AL607077.1"
"24698","ENSG00000219553.2","ENSG00000219553","AL031133.1"
"24699","ENSG00000219559.1","ENSG00000219559","AL512430.3"
"24700","ENSG00000219565.2","ENSG00000219565","ZNF259P1"
"24701","ENSG00000219575.1","ENSG00000219575","AL035467.1"
"24702","ENSG00000219582.2","ENSG00000219582","HNRNPA1P58"
"24703","ENSG00000219592.2","ENSG00000219592","NCSTNP1"
"24704","ENSG00000219604.1","ENSG00000219604","AL590143.1"
"24705","ENSG00000219607.2","ENSG00000219607","PPP1R3G"
"24706","ENSG00000219608.3","ENSG00000219608","HIGD1AP16"
"24707","ENSG00000219619.2","ENSG00000219619","AL606845.1"
"24708","ENSG00000219622.1","ENSG00000219622","AL451061.1"
"24709","ENSG00000219626.4","ENSG00000219626","FAM228B"
"24710","ENSG00000219627.1","ENSG00000219627","CYCSP17"
"24711","ENSG00000219642.2","ENSG00000219642","BMPR1APS1"
"24712","ENSG00000219653.1","ENSG00000219653","GCNT1P4"
"24713","ENSG00000219665.4","ENSG00000219665","AC008770.1"
"24714","ENSG00000219666.2","ENSG00000219666","AL451046.2"
"24715","ENSG00000219669.1","ENSG00000219669","BECN1P2"
"24716","ENSG00000219681.2","ENSG00000219681","AL590084.2"
"24717","ENSG00000219682.3","ENSG00000219682","AL133268.1"
"24718","ENSG00000219693.3","ENSG00000219693","FGF7P8"
"24719","ENSG00000219699.2","ENSG00000219699","AL356432.2"
"24720","ENSG00000219700.1","ENSG00000219700","PTCHD3P3"
"24721","ENSG00000219702.1","ENSG00000219702","AL078599.1"
"24722","ENSG00000219703.1","ENSG00000219703","RAP1BP3"
"24723","ENSG00000219712.1","ENSG00000219712","AL357054.1"
"24724","ENSG00000219722.1","ENSG00000219722","AL356057.2"
"24725","ENSG00000219736.1","ENSG00000219736","AL356473.1"
"24726","ENSG00000219738.2","ENSG00000219738","CD83P1"
"24727","ENSG00000219747.1","ENSG00000219747","AL133260.1"
"24728","ENSG00000219755.1","ENSG00000219755","AL137784.1"
"24729","ENSG00000219757.1","ENSG00000219757","AL357139.1"
"24730","ENSG00000219758.5","ENSG00000219758","FO393415.2"
"24731","ENSG00000219770.1","ENSG00000219770","VN1R11P"
"24732","ENSG00000219773.1","ENSG00000219773","RPSAP45"
"24733","ENSG00000219776.2","ENSG00000219776","RPL21P67"
"24734","ENSG00000219784.2","ENSG00000219784","AL138729.1"
"24735","ENSG00000219790.3","ENSG00000219790","OSTCP6"
"24736","ENSG00000219797.2","ENSG00000219797","PPIAP9"
"24737","ENSG00000219806.1","ENSG00000219806","ATP5F1P6"
"24738","ENSG00000219807.2","ENSG00000219807","ARF1P1"
"24739","ENSG00000219814.2","ENSG00000219814","RPL23AP47"
"24740","ENSG00000219863.4","ENSG00000219863","AL034374.1"
"24741","ENSG00000219867.1","ENSG00000219867","AL590635.1"
"24742","ENSG00000219870.2","ENSG00000219870","AC119618.1"
"24743","ENSG00000219881.1","ENSG00000219881","GAPDHP42"
"24744","ENSG00000219891.2","ENSG00000219891","ZSCAN12P1"
"24745","ENSG00000219902.1","ENSG00000219902","RPL35P3"
"24746","ENSG00000219926.6","ENSG00000219926","AL445238.1"
"24747","ENSG00000219928.2","ENSG00000219928","AL161787.1"
"24748","ENSG00000219930.4","ENSG00000219930","GAPDHP67"
"24749","ENSG00000219932.5","ENSG00000219932","RPL12P8"
"24750","ENSG00000219940.2","ENSG00000219940","SPTLC1P3"
"24751","ENSG00000219941.1","ENSG00000219941","KRT18P50"
"24752","ENSG00000219951.4","ENSG00000219951","AL391416.1"
"24753","ENSG00000219986.2","ENSG00000219986","BTF3P7"
"24754","ENSG00000219992.2","ENSG00000219992","AL391422.1"
"24755","ENSG00000219993.1","ENSG00000219993","AL138878.1"
"24756","ENSG00000220008.2","ENSG00000220008","LINGO3"
"24757","ENSG00000220030.1","ENSG00000220030","AL356131.1"
"24758","ENSG00000220032.4","ENSG00000220032","ENSG00000220032.4"
"24759","ENSG00000220069.1","ENSG00000220069","RPL7P27"
"24760","ENSG00000220076.1","ENSG00000220076","AL034345.1"
"24761","ENSG00000220091.2","ENSG00000220091","LAP3P1"
"24762","ENSG00000220105.2","ENSG00000220105","AL353151.1"
"24763","ENSG00000220110.1","ENSG00000220110","AL080315.1"
"24764","ENSG00000220113.2","ENSG00000220113","MTCYBP4"
"24765","ENSG00000220125.1","ENSG00000220125","MRPL32P1"
"24766","ENSG00000220130.1","ENSG00000220130","AL079342.1"
"24767","ENSG00000220131.1","ENSG00000220131","AL121835.1"
"24768","ENSG00000220132.1","ENSG00000220132","AC236430.1"
"24769","ENSG00000220139.1","ENSG00000220139","AL022722.2"
"24770","ENSG00000220154.2","ENSG00000220154","AL355796.1"
"24771","ENSG00000220157.4","ENSG00000220157","HNRNPA1P12"
"24772","ENSG00000220161.4","ENSG00000220161","LINC02076"
"24773","ENSG00000220181.1","ENSG00000220181","AL357075.1"
"24774","ENSG00000220184.2","ENSG00000220184","HMGB3P18"
"24775","ENSG00000220201.3","ENSG00000220201","ZGLP1"
"24776","ENSG00000220204.1","ENSG00000220204","AL035079.1"
"24777","ENSG00000220205.4","ENSG00000220205","VAMP2"
"24778","ENSG00000220212.1","ENSG00000220212","OR4F1P"
"24779","ENSG00000220237.1","ENSG00000220237","RPS24P12"
"24780","ENSG00000220240.1","ENSG00000220240","AL157777.2"
"24781","ENSG00000220248.1","ENSG00000220248","ZNF402P"
"24782","ENSG00000220256.3","ENSG00000220256","AC093802.1"
"24783","ENSG00000220267.1","ENSG00000220267","ACTBP8"
"24784","ENSG00000220291.1","ENSG00000220291","AL139806.1"
"24785","ENSG00000220305.1","ENSG00000220305","HNRNPH1P1"
"24786","ENSG00000220311.1","ENSG00000220311","AL133475.1"
"24787","ENSG00000220323.3","ENSG00000220323","AC239868.1"
"24788","ENSG00000220326.2","ENSG00000220326","AL603865.2"
"24789","ENSG00000220340.1","ENSG00000220340","MTCO1P56"
"24790","ENSG00000220343.4","ENSG00000220343","AC092965.1"
"24791","ENSG00000220347.1","ENSG00000220347","AL355297.1"
"24792","ENSG00000220349.4","ENSG00000220349","Z85996.1"
"24793","ENSG00000220370.1","ENSG00000220370","AL078595.1"
